QUERY_ID	BEST_MATCH	SCORE	GENUS	FAMILY	ORDER	CLASS	PHYLUM
read274	Staphylococcus_epidermidis_ATCC_12228	-653.5408	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes
read275	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-643.7567	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read276	Escherichia_coli_S88	-638.4104	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read277	Escherichia_coli_ATCC_8739	-634.9964	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read278	Escherichia_coli_APEC_O1	-664.6498	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read279	Escherichia_coli_UMN026	-656.5685	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read28	Escherichia_coli_UTI89	-655.1542	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read280	Escherichia_coli_UTI89	-641.6847	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read281	Escherichia_coli_APEC_O1	-651.0344	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read282	Escherichia_coli_UTI89	-652.5798	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read283	Escherichia_coli_APEC_O1	-632.1739	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read284	Escherichia_coli_UTI89	-652.4357	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read285	Escherichia_coli_IAI39	-625.4677	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read286	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-641.2286	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read287	Acinetobacter_baumannii_ATCC_17978	-655.4219	Acinetobacter	Moraxellaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria
read288	Shigella_flexneri_2a_str._301	-648.6836	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read289	Escherichia_coli_SMS-3-5	-637.7943	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read29	Escherichia_coli_APEC_O1	-660.9814	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read290	Escherichia_coli_UTI89	-650.1766	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read291	Bacillus_thuringiensis_serovar_konkukian_str._97-27	-651.9975	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes
read292	Escherichia_coli_BW2952	-647.6101	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read293	Escherichia_coli_S88	-655.0114	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read294	Shigella_flexneri_2a_str._301	-645.2990	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read295	Escherichia_coli_ATCC_8739	-622.9722	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read296	Escherichia_coli_S88	-652.6994	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read297	Escherichia_coli_CFT073	-644.5979	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read298	Shigella_flexneri_5_str._8401	-635.6437	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read299	Escherichia_coli_BW2952	-571.5914	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read3	Escherichia_coli_UTI89	-645.9683	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read30	Escherichia_coli_str._K-12_substr._DH10B	-611.8049	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read300	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-624.0085	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read301	Escherichia_coli_ED1a	-641.8280	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read302	Escherichia_coli_APEC_O1	-627.1448	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read303	Escherichia_coli_O111COLONCOLONH-_str._11128	-633.2747	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read304	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-641.5117	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read305	Escherichia_coli_O157COLONCOLONH7_str._Sakai	-643.5686	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read306	Escherichia_coli_ED1a	-654.9904	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read307	Escherichia_coli_CFT073	-637.9958	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read308	Escherichia_coli_ED1a	-643.5357	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read309	Sulfurimonas_autotrophica_DSM_16294	-639.1094	Sulfurimonas	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria
read31	Escherichia_coli_APEC_O1	-634.9435	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read310	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-643.6869	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read311	Shigella_flexneri_2a_str._301	-650.5593	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read312	Escherichia_coli_SINGLEQUOTEBL21-GoldLPARENDE3RPARENpLysS_AGSINGLEQUOTE	-635.8675	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read313	Escherichia_coli_S88	-630.7967	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read314	Escherichia_coli_str._K-12_substr._DH10B	-630.7522	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read315	Shigella_boydii_Sb227	-639.6538	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read316	Escherichia_coli_UTI89	-636.9747	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read317	Escherichia_coli_UTI89	-642.4316	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read318	Escherichia_coli_APEC_O1	-652.6173	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read319	Escherichia_coli_O157COLONCOLONH7_str._Sakai	-619.6746	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read32	Escherichia_coli_UTI89	-647.4552	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read320	Escherichia_coli_BW2952	-648.4267	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read321	Shigella_dysenteriae_Sd197	-659.1031	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read322	Escherichia_coli_S88	-631.3482	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read323	Escherichia_coli_CFT073	-659.3088	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read324	Escherichia_coli_APEC_O1	-631.9361	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read325	Escherichia_coli_APEC_O1	-652.0469	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read326	Escherichia_coli_55989	-643.4797	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read327	Escherichia_coli_UTI89	-637.3890	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read328	Escherichia_coli_536	-631.7514	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read329	Escherichia_coli_APEC_O1	-652.2014	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read33	Escherichia_coli_O157COLONCOLONH7_EDL933	-628.4111					
read330	Escherichia_coli_SMS-3-5	-652.9315	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read331	Escherichia_coli_ATCC_8739	-607.2676	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read332	Escherichia_coli_APEC_O1	-651.1199	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read333	Escherichia_coli_SINGLEQUOTEBL21-GoldLPARENDE3RPARENpLysS_AGSINGLEQUOTE	-633.2418	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read334	Escherichia_coli_S88	-632.5854	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read335	Escherichia_coli_S88	-615.5799	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read336	Escherichia_coli_UTI89	-641.3407	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read337	Escherichia_coli_S88	-608.9403	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read338	Shigella_flexneri_5_str._8401	-647.7197	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read339	Escherichia_coli_SMS-3-5	-637.2592	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read34	Escherichia_coli_O26COLONCOLONH11_str._11368	-659.0717	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read340	Escherichia_coli_str._K-12_substr._DH10B	-620.9282	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read341	Escherichia_coli_APEC_O1	-635.9582	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read342	Cyanothece_sp._PCC_7822	-661.2849	Cyanothece		Chroococcales		Cyanobacteria
read343	Shigella_sonnei_Ss046	-646.5072	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read344	Escherichia_coli_UTI89	-650.9222	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read345	Escherichia_coli_SMS-3-5	-636.4336	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read346	Escherichia_coli_SINGLEQUOTEBL21-GoldLPARENDE3RPARENpLysS_AGSINGLEQUOTE	-612.8071	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read347	Escherichia_coli_APEC_O1	-651.2857	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read348	Escherichia_coli_S88	-627.8715	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read349	Escherichia_coli_UTI89	-641.9108	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read35	Escherichia_coli_str._K-12_substr._MG1655	-635.1036	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read350	Shigella_dysenteriae_Sd197	-573.6405	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read351	Escherichia_coli_str._K-12_substr._DH10B	-628.5662	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read352	Escherichia_coli_SMS-3-5	-642.4453	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read353	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-647.4345	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read354	Escherichia_coli_CFT073	-636.2424	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read355	Escherichia_coli_ED1a	-633.6615	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read356	Escherichia_coli_536	-666.1140	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read357	Escherichia_coli_ED1a	-647.8279	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read358	Escherichia_coli_APEC_O1	-623.4412	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read359	Escherichia_coli_ED1a	-630.0775	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read36	Escherichia_coli_O157COLONCOLONH7_str._EC4115	-651.3646	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read360	Escherichia_coli_UTI89	-648.3257	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read361	Escherichia_coli_SINGLEQUOTEBL21-GoldLPARENDE3RPARENpLysS_AGSINGLEQUOTE	-644.8778	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read362	Shigella_flexneri_5_str._8401	-638.5867	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read363	Escherichia_coli_UTI89	-635.6269	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read364	Escherichia_coli_ATCC_8739	-648.1680	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read365	Escherichia_coli_IAI39	-646.4045	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read366	Escherichia_coli_UTI89	-656.9328	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read367	Escherichia_coli_S88	-628.9365	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read368	Escherichia_coli_CFT073	-656.8762	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read369	Escherichia_coli_APEC_O1	-648.1882	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read37	Escherichia_coli_UMN026	-619.2103	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read370	Escherichia_coli_ED1a	-636.0045	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read371	Escherichia_coli_ED1a	-619.3193	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read372	Escherichia_coli_O103COLONCOLONH2_str._12009	-656.0366	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read373	Escherichia_coli_ED1a	-642.0546	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read374	Escherichia_coli_S88	-650.2465	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read375	Escherichia_coli_APEC_O1	-665.3041	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read376	Escherichia_coli_UTI89	-640.3306	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read377	Escherichia_coli_str._K-12_substr._DH10B	-626.6877	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read378	Escherichia_coli_APEC_O1	-651.8778	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read379	Escherichia_coli_ATCC_8739	-630.8185	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read38	Escherichia_coli_ED1a	-644.0763	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read380	Escherichia_coli_536	-654.7793	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read381	Escherichia_coli_APEC_O1	-675.1503	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read382	Escherichia_coli_O103COLONCOLONH2_str._12009	-538.5594	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read383	Escherichia_coli_O103COLONCOLONH2_str._12009	-648.5790	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read384	Escherichia_coli_ED1a	-634.3471	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read385	Escherichia_coli_APEC_O1	-662.4961	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read386	Escherichia_coli_CFT073	-642.2719	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read387	Escherichia_coli_UTI89	-607.8063	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read388	Escherichia_coli_O157COLONCOLONH7_str._Sakai	-641.5305	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read389	Escherichia_coli_APEC_O1	-671.5464	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read39	Escherichia_coli_IAI39	-655.5478	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read390	Escherichia_coli_S88	-644.1590	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read391	Escherichia_coli_UTI89	-652.7130	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read392	Escherichia_coli_O157COLONCOLONH7_str._TW14359	-651.7147	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read393	Escherichia_coli_ATCC_8739	-634.1430	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read394	Escherichia_coli_UTI89	-656.7563	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read395	Escherichia_coli_SINGLEQUOTEBL21-GoldLPARENDE3RPARENpLysS_AGSINGLEQUOTE	-602.4637	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read396	Escherichia_coli_536	-635.9956	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read397	Escherichia_coli_536	-648.0470	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read398	Escherichia_coli_S88	-647.1046	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read399	Escherichia_coli_APEC_O1	-631.2239	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read4	Escherichia_coli_536	-657.4411	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read40	Escherichia_coli_APEC_O1	-646.4321	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read400	Citrobacter_koseri_ATCC_BAA-895	-609.3694	Citrobacter	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read401	Escherichia_coli_O111COLONCOLONH-_str._11128	-656.1448	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read402	Escherichia_coli_S88	-667.3480	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read403	Escherichia_coli_55989	-663.5836	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read404	Escherichia_coli_ED1a	-629.8699	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read405	Shigella_flexneri_5_str._8401	-640.4998	Shigella	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read406	Escherichia_coli_APEC_O1	-645.0104	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read407	Escherichia_coli_S88	-644.6267	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read408	Escherichia_coli_536	-643.6628	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read409	Escherichia_coli_O157COLONCOLONH7_str._EC4115	-637.6588	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read41	Escherichia_coli_ED1a	-632.5444	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read410	Escherichia_fergusonii_ATCC_35469	-648.5055	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read411	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-630.0887	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read412	Escherichia_coli_536	-634.6685	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read413	Escherichia_coli_UTI89	-657.0112	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read414	Escherichia_coli_536	-674.2732	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read415	Escherichia_coli_IAI39	-638.8944	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read416	Escherichia_coli_SMS-3-5	-631.8673	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read417	Escherichia_coli_536	-655.4876	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read418	Escherichia_coli_S88	-663.7837	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read419	Escherichia_coli_S88	-662.1576	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read42	Escherichia_coli_str._K-12_substr._DH10B	-611.9702	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read420	Escherichia_coli_S88	-651.9252	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read421	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-640.0212	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read422	Escherichia_coli_APEC_O1	-633.0726	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read423	Escherichia_coli_APEC_O1	-635.4545	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read424	Escherichia_coli_APEC_O1	-653.0586	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read425	Escherichia_coli_str._K-12_substr._DH10B	-610.6120	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read426	Escherichia_coli_536	-639.1857	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read427	Escherichia_coli_O26COLONCOLONH11_str._11368	-650.8198	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read428	Lactobacillus_johnsonii_FI9785	-647.3349	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
read429	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-640.6772	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read43	Escherichia_coli_UTI89	-643.3814	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read430	Escherichia_coli_O26COLONCOLONH11_str._11368	-620.6017	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read431	Escherichia_coli_O127COLONCOLONH6_str._E2348SLASH69	-650.3989	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read432	Escherichia_coli_CFT073	-637.7891	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read433	Escherichia_coli_UTI89	-650.2619	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read434	Escherichia_coli_UTI89	-638.5772	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read435	Escherichia_coli_O157COLONCOLONH7_str._TW14359	-656.3641	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read436	Escherichia_fergusonii_ATCC_35469	-653.2371	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read437	Escherichia_coli_UTI89	-640.1893	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read438	Escherichia_coli_ED1a	-639.0502	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read439	Escherichia_coli_ATCC_8739	-634.7456	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read44	Escherichia_coli_O157COLONCOLONH7_EDL933	-646.7842					
read440	Escherichia_coli_ED1a	-631.8130	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read441	Escherichia_coli_UTI89	-639.1214	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read442	Escherichia_coli_ED1a	-647.1879	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read443	Escherichia_coli_str._K-12_substr._DH10B	-632.4290	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read444	Escherichia_coli_APEC_O1	-631.6063	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read445	Escherichia_coli_APEC_O1	-624.0058	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read446	Escherichia_coli_UTI89	-634.9980	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read447	Escherichia_coli_UTI89	-640.8181	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read448	Escherichia_coli_S88	-646.8610	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
read449	Escherichia_coli_IAI39	-646.8467	Escherichia	Enterobacteriaceae	Enterobacteriales	Gammaproteobacteria	Proteobacteria
